Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
DGDG 14:0_17:0,0.000444829,0.000247298,0.007672589,0.000308337,0.000150419,0.000250832,0.001601579,0.000245572,0.001183242,0.000879153,0.003133051,0.010418929,0.001132467,0.008714864,0.036467682,0.003109287,0.010144777,0.001327738,0.001971303,0.004326778
DGDG 15:0_16:1,0.001235142,0.000385758,0.001854291,0.0,0.000872705,0.000257261,0.00067007,0.000353926,0.000900938,0.001587452,0.002333521,0.001981104,0.001260769,0.002516607,0.008311872,0.002420376,0.003071924,0.00141204,0.001491494,0.001763583
DGDG 15:0_18:1,0.000598956,0.000396457,0.002565932,0.000281743,0.000357876,0.0,0.000632749,0.00023612,0.000480488,0.000940636,0.001503361,0.002634906,0.000331519,0.003536029,0.004517044,0.003749058,0.004263427,0.000696061,0.001100618,0.000923348
DGDG 16:1_18:2,0.001452484,0.000365951,0.005108871,0.000452652,0.000726537,0.000131539,0.000966091,0.000462208,0.001792652,0.003595849,0.004371791,0.002245288,0.005722524,0.036176616,0.016739723,0.004771854,0.004319502,0.001809596,0.003517597,0.00741117
DGDG 17:2_18:3,0.00059952,0.000317905,0.001955786,0.000160465,0.001181096,0.000336079,0.000345231,0.000488088,0.000973158,0.00472492,0.000777948,0.003466337,0.004823374,0.022687876,0.004712543,0.003259365,0.002901259,0.002213703,0.001359787,0.019967674
DGDG 18:0_18:4,0.001367344,0.00055322,0.011346443,0.000484909,0.003963763,0.000748022,0.00162465,0.000311255,0.002673056,0.024177633,0.006195788,0.022981691,0.010176656,0.193137766,0.028777606,0.015872484,0.01113583,0.011845192,0.00212456,0.181100474
DGDG 18:1_17:2,0.005121653,0.005135732,0.003577283,0.003739621,0.006358079,0.003853955,0.002157103,0.010554212,0.005061901,0.004281393,0.002322811,0.006287653,0.002815388,0.00245487,0.00190856,0.001420772,0.004348308,0.006408185,0.005098361,0.001410328
DGDG 18:1_18:1,0.001136716,0.001640968,0.002717324,0.000270769,0.000919225,0.000316657,0.001612204,0.001016478,0.000291585,0.001313546,0.001974727,0.004462736,0.001031977,0.007603927,0.003420884,0.003539774,0.006947779,0.000733037,0.001290391,0.003614178
DGDG 18:2_18:4,0.00117234,0.000603807,0.000949395,0.000685375,0.000522596,0.00225746,0.00015292,0.000295122,0.000363688,0.003586007,0.000555745,0.000657216,0.005230587,0.077306728,0.002163372,0.001023603,0.002291307,0.001604269,0.000782394,0.00589011
DGDG 20:0_16:3,0.000665047,0.000495218,0.003489484,0.000164625,0.001085388,0.000649803,0.001106615,0.000462591,0.000656074,0.003768997,0.003642685,0.007300166,0.004589827,0.026343865,0.011439512,0.007034052,0.009311964,0.002379241,0.000875977,0.0197923
DGDG 29:0,0.001922058,0.000643986,0.013081562,0.000293144,0.001180763,0.000406741,0.004222732,0.000746854,0.002708756,0.002886823,0.0078882,0.016657506,0.002867532,0.006416438,0.108486636,0.009650298,0.018493342,0.002857185,0.004371311,0.006794038
DGDG 32:0,0.000247178,0.00064012,0.003154723,0.000313294,0.000564983,0.000424109,0.000980632,0.000228503,0.000973592,0.00055929,0.001054421,0.006564578,0.000656029,0.002177075,0.010374271,0.000670545,0.003401827,0.001191067,0.001146208,0.001756826
DGDG 32:2,0.002080847,0.000561308,0.005865362,0.000732204,0.00054412,0.000911411,0.001532556,0.000694997,0.001610417,0.001712132,0.002624896,0.003675421,0.000860206,0.004856703,0.014758547,0.006088308,0.007689854,0.001748649,0.002111653,0.001562716
DGDG 33:2,0.002178813,0.00059184,0.01892523,0.000164637,0.002748656,4.76295e-05,0.004379856,0.000284962,0.003399349,0.010741742,0.016385208,0.029291519,0.00599569,0.097114683,0.040339953,0.013356955,0.031125977,0.00619501,0.003761035,0.058855613
DGDG 34:2,0.04579685,0.047992459,0.027735078,0.024899106,0.061259141,0.035176332,0.017822048,0.088542943,0.043775994,0.038521399,0.021961618,0.049791095,0.018274394,0.017709322,0.015828074,0.01770178,0.027943708,0.058033217,0.050022206,0.009534323
DGDG 36:3,0.00167979,0.000655742,0.00274268,0.000591463,0.002656252,0.001208233,0.000675818,0.001326098,0.002043849,0.005255391,0.00108373,0.004426021,0.003003449,0.039632962,0.00580258,0.003396117,0.0029186,0.003940437,0.001310083,0.033554167
DGDG 8:0_24:1,0.002152704,0.000879511,0.010325597,0.000653578,0.000880908,0.000516399,0.003859389,0.000509375,0.001493094,0.003648253,0.007975684,0.010214044,0.001268197,0.016849151,0.018643769,0.008352504,0.013055101,0.002269605,0.003014305,0.008602218
DHAP(18:0),0.002847982,0.001173493,0.002189976,0.00089801,0.002416383,0.00141399,0.001043975,0.001061454,0.002604383,0.003685035,0.002367472,0.001787897,0.002453708,0.002006374,0.004783064,0.00657922,0.002116629,0.001304301,0.001466061,0.00761292
DHAP(O-18:0),0.012683635,0.002160799,0.003317143,0.003014088,0.002491745,0.003663157,0.00485242,0.001409209,0.017602488,0.044232456,0.048712133,0.014028295,0.006498979,0.050751967,0.158886344,0.025493904,0.014921196,0.004831314,0.024352355,0.168661033
DL-5-hydroxy stearic acid,0.015104542,0.004029429,0.009252144,0.003910573,0.003150588,0.003275001,0.007554431,0.003366845,0.004318684,0.022546378,0.079838254,0.016900734,0.002913794,0.04074231,0.019576462,0.005818557,0.014248716,0.006309907,0.005041078,0.013563332
DL-9-hydroxy stearic acid,0.032196162,0.027958146,0.033172068,0.011032452,0.023802678,0.01477891,0.0139233,0.011922648,0.028989742,0.048779347,0.103836757,0.060037209,0.00886327,0.346027863,0.062393599,0.182616762,0.292797193,0.038630877,0.026171687,0.679522931
DL-Norleucine,0.004336314,0.002056981,0.004701619,0.000881611,0.00293082,0.00268533,0.000830215,0.001480109,0.008865943,0.010685513,0.061668806,0.022231143,0.001503377,0.066212547,0.038569789,0.000174062,0.048004813,0.009107783,0.000685454,0.000488522
DL-a-TOCHOPHERYL ACETATE,0.009269443,0.008041798,0.075491725,0.010035331,0.011881311,0.009171463,0.070831476,0.014536151,0.044151163,0.017192566,0.008296231,0.032119291,0.008457436,0.012085437,0.020595235,0.157649168,0.006856157,0.013559813,0.009431341,0.366578206
DMG-MINO,0.015232326,0.025020873,0.001364161,0.008517428,0.005076037,0.007488631,0.004648734,0.003511298,0.04068189,0.023416942,0.001553023,0.011920181,0.016359535,0.053902874,0.001471398,0.018245651,0.001540888,0.075401323,0.029985159,0.001553426
Deoxycholic acid,0.000955163,0.000228331,0.000292226,0.001522054,0.000881349,0.001316884,0.001146413,0.000348478,0.000695977,0.00164114,0.011782425,0.014491735,0.000577129,0.01254783,0.000324784,0.002041905,0.013757328,0.0,0.00082693,0.013215418
Dermatan sulfate,0.012649733,0.002660141,0.001060251,0.000361266,0.005792525,0.000360308,0.012022399,0.07009189,0.000936259,0.006634974,0.057948865,0.035060174,0.003974133,0.008885321,0.026394882,0.013836176,0.015185575,0.014437854,0.00326565,0.019390316
Diethylaminoethyl-Sephacel,0.005763016,0.001433922,0.001822805,0.001705034,0.002455054,0.000989934,0.001110266,0.000952093,0.001986524,0.01188295,0.009074201,0.002966654,0.002142857,0.011416301,0.004389619,0.006732502,0.003177334,0.002802619,0.001567156,0.026747174
Dihexyl phthalate,0.000952241,0.000496279,0.003382162,0.000710364,0.000988293,0.000774096,0.000897451,0.000618807,0.00108764,0.000857965,0.003193309,0.004403163,0.000566039,0.009991433,0.002570557,0.00195595,0.004013085,0.001425818,0.000551322,0.003373437
Dihydro-5-methyl-2(3H)-furanone,0.007387843,0.022148497,0.029697998,0.002676198,0.004821241,0.002959261,0.003132835,0.009974371,0.036566145,0.06077853,0.131221142,0.133369015,0.008029677,0.10201911,0.011919142,0.177050724,0.177880997,0.046746916,0.059488363,0.063484058
Dihydrocorticosterone,0.028574466,0.007925928,0.023530767,0.003232631,0.003682685,0.004945198,0.006643419,0.003321478,0.026718683,0.098044995,0.112084544,0.10222783,0.022136772,0.144751241,0.047347483,0.081511561,0.065651227,0.070963688,0.019752919,0.133460521
Dihydrodiethylstilbestrol,0.003112873,0.001257446,0.001426613,0.001339641,0.002662962,0.00158161,0.00090084,0.002098511,0.002544311,0.002016694,0.001093837,0.001689323,0.000891514,0.001857355,0.000625948,0.000928176,0.001124858,0.001804289,0.001595107,0.000569124
Dihydromethysticin,0.019503909,0.007779574,0.010552376,0.010339895,0.025569042,0.006600866,0.006405316,0.01054201,0.020443352,0.014641298,0.007943555,0.017666686,0.011798452,0.011155477,0.007112768,0.008287338,0.006474845,0.017788618,0.013263489,0.003934858
Diisobutyl phthalate,0.016394587,0.016521211,0.022579113,0.012489527,0.030702271,0.014552263,0.007845879,0.02748917,0.030369183,0.013636691,0.018141117,0.02688601,0.01810095,0.011581747,0.006335629,0.014047798,0.013203911,0.034840694,0.001950434,0.007681836
Diisononyl phthalate,0.0,7.61774e-05,0.000570486,0.0,0.0,7.58976e-05,0.000349301,0.0,0.000925952,0.001632292,0.002412397,0.002946971,0.000212767,0.007317686,0.002729634,0.000644315,0.000669619,0.001036786,0.001068129,0.002903028
"Dimethylhexa-1,4-diene",0.005580353,0.004095773,0.002958239,0.003693286,0.007272641,0.005539906,0.001543902,0.004649575,0.003642511,0.004381845,0.002894914,0.004566767,0.002470545,0.002102287,0.001604099,0.00182754,0.003555918,0.005176268,0.005122659,0.00133593
Dinonyl phthalate,0.011305855,0.018802554,0.02515816,0.023121039,0.036254569,0.023629598,0.011409608,0.030842019,0.02914047,0.024157949,0.013817441,0.024458194,0.015331555,0.016705073,0.015138766,0.009535981,0.020951011,0.036858675,0.021179381,0.019768973
Dinonylnaphthalene,0.002815873,0.001266756,0.006337314,0.0008613,0.00102772,0.000880128,0.00354313,0.001108083,0.002282672,0.00347033,0.01610392,0.010969735,0.001440311,0.028871017,0.01406267,0.00564128,0.008472141,0.002146162,0.003479517,0.021465389
Diphenylamine,0.007419749,0.004418036,0.005136548,0.005321149,0.010806201,0.007025195,0.002708804,0.006799698,0.009696457,0.005829267,0.003513856,0.004630775,0.003558454,0.002799936,0.001802654,0.002523607,0.004173265,0.007537313,0.00486411,0.002059835
Dirlotapide,0.033896684,0.018530242,0.011323344,0.022839653,0.039089572,0.020386958,0.010052165,0.034185931,0.037500247,0.034984839,0.012658947,0.024322776,0.017911652,0.014082334,0.008861442,0.017773893,0.019988131,0.031277252,0.028187867,0.010239816
Distearoyl phosphatidylglycerol,0.002130348,0.022947296,0.010274906,0.159806348,0.009540246,0.064133024,0.002270966,0.004579892,0.002482804,0.00260846,0.016853295,0.001405422,0.134899579,0.002018323,0.003534893,0.066581276,0.008075505,0.001716807,0.020181357,0.002504526
Diterpene alkaloid,0.001121096,0.000342664,0.000497604,0.000687874,0.001625735,0.000151436,0.000375148,0.000725973,0.027505253,0.001158333,0.001390419,0.000711714,0.001342185,0.001862645,0.00143988,0.000721814,0.000991473,0.002199875,0.000778976,0.000667684
"Dl-3,4-Dihydroxymandelic acid",0.225769829,0.108898092,0.202539049,0.169390369,0.300350946,0.179010654,0.072290267,0.21701436,0.245483289,0.131022099,0.134454629,0.218868244,0.100131682,0.097234283,0.073012874,0.082728823,0.116142362,0.200978539,0.176560611,0.050267058
Dulcitol,0.027989502,0.010820591,0.018999148,0.009959354,0.011240887,0.019482008,0.003393008,0.06451988,0.017673423,0.053997244,0.000929529,0.001495987,0.008185221,0.000467068,0.000317123,0.001075138,0.044628201,0.0017073,0.001016979,0.004861655
ETHANOLAMINE PHOSPHATE,0.029690974,0.016394939,0.006124991,0.060205808,0.054611235,0.024028287,0.011324268,0.042270358,0.116689783,0.012168187,0.000761311,0.007515733,0.019456476,0.001801847,0.002400702,0.00027075,0.008452515,0.03564437,0.013265598,0.003899358
"Eicosa-5,8,11-trienoic acid",0.032337793,0.011287466,0.02690435,0.003664632,0.004605055,0.002664032,0.009200911,0.00317235,0.010929999,0.102656005,0.268773828,0.103199902,0.009651869,0.108181951,0.038229563,0.059794353,0.117927359,0.028121718,0.01992956,0.341364405
Eicosanoic acid,0.014425252,0.008420022,0.022663847,0.007506269,0.01148397,0.007775382,0.009550917,0.011928882,0.014226625,0.018368103,0.020276071,0.01403525,0.00927971,0.030518625,0.027356713,0.028846698,0.02801361,0.015612257,0.015090477,0.053982561
Eliglustat,0.007239716,0.002236563,0.001984044,0.002337484,0.003735068,0.002644144,0.001506044,0.002964241,0.010654007,0.014898169,0.040548094,0.00886687,0.001972457,0.060973912,0.044362294,0.005318031,0.006754741,0.001777963,0.011263575,0.232903571
Embelin,0.050502038,0.024708993,0.047631889,0.041641502,0.054751864,0.051604582,0.006936658,0.067811456,0.076644986,0.048674066,0.033515899,0.069342482,0.040080608,0.017635079,0.014910425,0.001990975,0.042306648,0.062422757,0.04656041,0.012937819
Enalaprilat,0.010575426,0.005197125,0.024735557,0.001798994,0.008358597,0.006336637,0.003582258,0.003622233,0.017457909,0.007451631,0.014483706,0.037032135,0.017997106,0.00467533,0.030620901,0.0069714,0.002814132,0.012998201,0.009276839,0.001019616
Enalkiren,0.039762802,0.042078047,0.028917939,0.029116816,0.058990632,0.038748826,0.012352856,0.079396215,0.041400965,0.03394258,0.021281515,0.040334133,0.024199866,0.016306135,0.011251545,0.013405141,0.020690991,0.051755053,0.041536024,0.007465148
Endomorphin-2,0.001817917,0.001503474,0.002940931,0.000932231,0.00046604,0.000488059,0.000514175,0.000136259,0.000935905,0.008590992,0.12558807,0.037673534,0.000344351,0.019351942,0.004820771,0.001739346,0.022174681,0.005414452,0.002105262,0.001803532
Epanolol,0.000196889,0.000172048,0.0,3.7912e-05,0.0,0.000262774,8.92816e-05,0.0,0.0,6.55998e-05,0.005777405,0.010477269,0.0,0.00279083,0.001272757,0.000268795,0.000313165,0.002083141,0.000274506,0.000858147
Epothilone A,0.000164263,0.000790008,0.002347371,7.13845e-05,0.000152575,0.000103503,0.000277502,0.000101372,0.002383804,0.000744828,0.00295637,0.002936421,0.000260508,0.00216588,0.040490308,0.005015702,0.015822893,0.001378768,0.000499941,0.00199985
Erucic acid,0.009102274,0.002417906,0.01393275,0.000630366,0.00130887,0.00095216,0.006291792,0.001765602,0.004762773,0.016508289,0.024489628,0.007375459,0.003715949,0.025728463,0.024914571,0.032788805,0.024766047,0.004332391,0.007335036,0.059756475
"Ethyl 2Z,4E-decadienoic acid",0.005795525,0.002747049,0.003240414,0.002945193,0.004991732,0.004814181,0.001789218,0.004687915,0.00442057,0.004819674,0.00083275,0.002008479,0.002287541,0.001319096,0.001557079,0.001444612,0.002459302,0.001517496,0.003697326,0.001207778
Ethyl 3-hydroxytridecanoate,0.004445025,0.0020804,0.004645903,0.003942396,0.002319956,0.00285945,0.001668061,0.002093419,0.001838614,0.004540295,0.012277037,0.003258906,0.001735169,0.009567623,0.004424241,0.003719136,0.013880367,0.002728421,0.001947687,0.010750857
Ethyl abietate,0.001013143,0.002146596,0.00075215,0.000898759,0.001393002,0.000669414,0.001166063,0.001208662,0.007472468,0.025920476,0.111537846,0.042632042,0.002849918,0.168095932,0.074518324,0.000320707,0.030019643,0.006981373,0.005967914,0.18643333
Ethyl butylacetylaminopropionate,0.001907258,0.001681182,0.001786911,0.001655586,0.002698137,0.001284788,0.000589867,0.001815774,0.00246721,0.001090821,0.001218547,0.001855026,0.001413774,0.000918204,0.000784449,0.000946697,0.001642313,0.00241907,0.001942697,0.000583308
Ethyl octanoate,0.009174769,0.0048418,0.009051807,0.006011585,0.019447647,0.005155654,0.002879375,0.004643283,0.010154511,0.010017727,0.006400815,0.006180972,0.011246554,0.003601989,0.002733538,0.001731838,0.005206988,0.010142081,0.006034383,0.008308841
"Ethyl-p-((E)-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthyl)-1-propenyl)benzoate",0.027171275,0.011549022,0.05955503,0.001949603,0.003878626,0.001576076,0.045918667,0.004556693,0.05351372,0.117487232,0.115529891,0.03140231,0.008663048,0.266457081,0.409633676,0.24707458,0.098477128,0.002532865,0.016085037,0.388914381
FA 16:1,0.281801493,0.052557739,0.145353787,0.036985553,0.014933513,0.035498795,0.028241287,0.021999662,0.066575514,0.540178249,0.31942898,0.119517524,0.189757799,0.338378544,0.157725596,0.576849445,0.431944417,0.065874952,0.046547859,1.073261126
FAD,0.001238836,0.000774299,0.004973,0.000523249,0.000352208,0.000579328,0.001688881,0.000903509,0.002275644,0.003852219,0.009239284,0.006076469,0.000333501,0.005393791,0.013098935,0.004087158,0.005009938,0.002645794,0.002125697,0.010983883
Fertirelin,0.000362379,0.002087632,0.000916192,0.00036115,0.000348348,0.003043526,0.000229364,7.39348e-05,0.001085893,0.002853866,0.002371348,0.015264956,0.000182436,0.001093041,0.002545886,0.014791107,0.006130924,0.001232853,0.000444594,0.033410286
Flufenoxuron,0.000470601,0.005681262,3.10835e-05,0.003281416,0.000706148,0.002946141,0.000884328,0.003985409,0.011607596,0.00802614,0.002454582,0.027858607,0.001291736,0.001617575,3.52135e-05,0.00211324,8.68703e-05,0.006248511,0.005598691,0.009903732
Fluphenazine decanoate,0.009950317,0.002915523,0.003976296,0.002490466,0.008018049,0.004186373,0.002012134,0.006313121,0.007950148,0.005570945,0.001785531,0.005445279,0.003832033,0.003605446,0.002188577,0.002094734,0.003493391,0.008679973,0.004994489,0.000227979
Fluphenazine enanthate,0.006373328,0.007670805,0.003491826,0.003897255,0.003279541,0.002205718,0.001761285,0.005465691,0.012517208,0.006451351,0.050261629,0.02555041,0.001570153,0.03985047,0.048644398,0.014238894,0.007143331,0.023415019,0.010311537,0.013155266
Food orange 7,0.017520632,0.012884303,0.015563527,0.016335734,0.0263091,0.015722528,0.006148965,0.02436354,0.016831897,0.02019781,0.013578541,0.018313072,0.012067115,0.005685657,0.006970584,0.005045261,0.016107072,0.025486534,0.018755698,0.004271641
Furanofukinin,0.002406465,0.001376541,0.001771458,0.002885087,0.004764989,0.002395298,0.000940388,0.001918649,0.002358803,0.002332087,0.001897766,0.002326221,0.001929524,0.001250537,0.000850653,0.000982366,0.002285968,0.001764069,0.002267924,0.000680067
Furcelleran,0.00080818,0.000832132,0.000316779,0.006556738,0.000486206,0.006533833,0.000989985,0.000368706,0.000422097,0.004467469,0.008773315,0.002882464,0.006000938,0.002321326,0.000855151,0.000389616,0.015506548,0.001176409,0.000335102,0.001987178
GPnEtn(16:0/18:1(9Z)),0.046154888,0.029112214,0.028102114,0.029337685,0.053293511,0.032668935,0.035214593,0.036722164,0.046849603,0.033160225,0.023823068,0.027683035,0.023979811,0.015967867,0.01309922,0.014535581,0.024304387,0.026262913,0.032930359,0.010095185
Galanolactone,0.003435611,0.007754561,0.009400598,0.000645695,0.000252221,0.001270217,0.002516523,0.00049413,0.003495014,0.007652695,0.010435948,0.023883953,0.000643255,0.032618534,0.015295025,0.006498171,0.009568335,0.014369029,0.001269237,0.027996117
Gamithromycin,0.125710276,0.010861328,0.016313908,0.032378389,0.051748395,0.0286109,0.025626448,0.022067258,0.035961706,0.037142186,0.019431118,0.010796945,0.061001528,0.01359732,0.02471832,0.019360286,0.065379876,0.023608359,0.080116307,0.022808059
Gamma-glutamyl-L-putrescine,0.000820395,0.001275797,0.000420146,0.000318574,0.00082056,0.000579748,0.000715952,0.00046843,0.000721315,0.000856453,0.005292211,0.003303888,0.000367444,0.002457538,0.002314336,0.000959324,0.001927067,0.001488938,0.000503711,0.002029109
Genistein,0.009897847,0.000129313,0.012787677,0.000106558,0.00022651,0.000307383,2.38483e-05,0.0001504,0.007833221,0.103531504,0.00132671,0.002845644,0.013939343,0.003218294,0.001444755,0.00352421,0.008445256,0.099339146,9.1447e-05,0.012708625
Gentianine,0.004097379,0.004436226,0.034283182,0.000873389,0.00144677,0.00068936,0.006311352,0.00136881,0.026758423,0.018617955,0.079558678,0.039192789,0.002112829,0.027760161,0.008655487,0.037451062,0.134579398,0.011495396,0.006515962,0.021723576
Gentisate aldehyde,0.002013447,0.001205204,0.001552323,0.001342961,0.003170822,0.001578074,0.000780841,0.00192552,0.002888226,0.001688474,0.001263667,0.00175499,0.001823428,0.007242898,0.000680334,0.001380237,0.002109274,0.002862721,0.001950667,0.001102945
