Species,A10,A11,A1,A20,A28,A29,A30,A6,A7,A9,B10,B1,B2,B3,B4,B5,B6,B7,B8,B9
Johnsonella ignava,0.0001024898,0.0,0.0,0.0,0.0,0.0,0.0,0.000235646,0.0,0.0,0.0,0.0002579019,0.0,0.0,0.0,0.0,3.79709e-05,0.0,0.0,0.0
Selenomonas infelix,0.0001405577,0.0,0.0,0.0,0.0,0.0,0.0,8.04202e-05,0.0,0.0,0.0002157069,0.0001884664,0.0,0.0,0.0,0.0,0.0002067597,0.0,0.0,0.0006762213
Prevotella multisaccharivorax,0.0,3.89698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003955714,0.0,0.0015100028,0.0006285307,0.0003419905,0.0,0.0002544815,0.0,0.0,0.0008089619
Megasphaera micronuciformis,0.0001845928,0.012387697,0.0007623787,0.0009319199,0.0,0.0,0.0003024235,0.0,0.000897928,0.002054802,0.0075677632,0.0003322318,0.0022525127,0.0038910213,0.0022396041,0.0128364678,0.0128380159,0.00559777,0.0004906934,0.0059716745
Capnocytophaga sp. oral taxon 329,0.0143107402,0.0001767092,0.0008361053,0.0016777341,0.001360243,0.0,0.004559168,0.0061330206,0.0030055405,0.0025234953,0.0061945488,0.0020016436,0.0016801686,0.0012309881,0.0073548421,0.0032357858,0.0010388791,0.0,0.0073954792,0.0004266154
Olsenella sp. oral taxon 807,0.0001112619,4.55354e-05,0.0,0.000965874,0.0,0.0,0.0010803371,0.0004413303,0.0,0.0004465815,0.0014811265,0.0004804437,0.0008245579,0.0010646129,0.0005247013,0.0001067731,0.0009879909,0.002200921,0.0012751905,0.0037564907
Tannerella sp. oral taxon HOT-286,0.0001352352,0.0,0.0,0.0,0.0004595255,0.0,0.0002048024,0.0003274456,0.0,0.0,0.000467356,0.0,0.0,0.0,0.0003880693,0.0001198691,4.8703e-05,0.0,0.0,0.0001383989
Stomatobaculum longum,0.0,0.0023842158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018347097,0.000246648,0.0005259251,0.001548478,0.0002983743,0.0018229114,0.0014250591,0.0022710953,0.0005078677,0.0005364689
Cardiobacterium valvarum,0.0,0.0,0.0003632046,0.0008273356,0.0005675609,0.0,0.0001930193,0.0,0.0,0.0,0.0002173416,0.0,0.0,0.0,0.0008925358,0.0002068261,3.83154e-05,0.0,0.000894921,0.0
Scardovia wiggsiae,0.0,0.0003476215,0.0,0.0019239693,0.0006641616,0.0,0.0001860211,0.0,0.0,0.0,0.0001526908,0.0,0.0005246991,0.0004812675,0.0003465964,0.0004745246,0.0010401147,0.0,0.0,0.0
Anaeroglobus geminatus,0.0,3.93357e-05,0.0,0.0,0.0,0.0,0.0004448081,0.0003826017,0.0,0.0013587044,0.0011006334,0.0004691793,0.0009133754,0.0003720067,0.0003990426,0.0001292897,0.0003343277,0.0018392673,0.0011985078,0.0002713162
Pseudoramibacter alactolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001671116,0.0,0.0004830385,0.0003660705,0.0,8.90073e-05,5.02004e-05,0.0,0.0,0.0006256197
Schaalia cardiffensis,0.0001355571,0.0,0.0005812611,0.0,0.0,0.0,0.0011938645,0.0001832781,0.0,0.0,0.0004143293,0.0006619623,0.0,0.0004455126,0.0,0.0001046226,0.0002960436,0.0,0.0,0.0011559663
Actinomyces sp. oral taxon 448,0.0,0.0003161933,0.0,0.0015033802,0.0,0.0,0.0003757295,0.0,0.0,0.0,0.0009020047,0.0001861823,0.0010637832,0.0023137731,0.0011536059,0.0,9.43133e-05,0.0,0.0,0.0017832206
Capnocytophaga sp. oral taxon 338,9.19031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001530402,0.0002694948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centipeda periodontii,7.92975e-05,0.0,0.0,0.0,0.0,0.0,0.0002053995,0.0,0.0,0.0,0.0004410569,0.0,0.0004936314,0.0,0.0002461652,4.66244e-05,0.0005074454,0.0,0.0,0.000311668
Desulfomicrobium orale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000428348,0.0,0.0,0.0,0.0021349533,0.0014720802,0.0007803183
Kingella denitrificans,0.000550019,0.0,0.0,0.0012667369,0.0,0.0,0.0,0.0,0.0,0.0,0.000240935,0.0004119147,0.0,0.0,0.0002827998,0.0001570299,7.80511e-05,0.0,0.003348578,0.0002947631
Prevotella multiformis,0.0,3.37843e-05,0.0030923402,0.00061258,0.0,0.0,0.0,0.0001507023,0.0,0.0,0.0008715605,0.0007482083,0.0,0.0019423226,0.0016496994,0.0,0.000127762,0.0,0.0,0.0006798569
Streptococcus downei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003248913,0.0,0.0,0.0
Prevotella pallens,0.0001117575,0.0137474461,0.0029559545,0.0011918969,0.0007393013,0.001570253,0.0085048262,0.0,0.0032052073,0.0017384283,0.0103596871,0.0125834435,0.0035853298,0.0166603978,0.0141327242,0.009535871,0.0543368051,0.0043626273,0.0023732026,0.0032951344
Peptostreptococcaceae species incertae sedis,0.0003084983,0.0,0.0008623628,0.0,0.0,0.0,0.0001263949,0.000349193,0.0,0.0,0.0,0.0005097548,0.0,0.0,0.0,5.75931e-05,6.25342e-05,0.0,0.0,0.0
Flavobacteriaceae species incertae sedis,0.0039497812,0.0003187148,0.0018172827,0.0038160029,0.0038298976,0.0015951212,0.0017433271,0.0032277331,0.0021001906,0.0008593791,0.0009623458,0.0032582905,0.0006620126,0.0004880939,0.0016762038,0.0023262532,0.0005523108,0.0,0.0027178765,0.0003655665
Prevotellaceae species incertae sedis,0.0,0.0,0.0,0.0,0.001257037,0.0,0.0,0.001503565,0.0,0.0,0.0,0.0,0.000952787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mogibacterium species incertae sedis,0.0017952707,0.0046671802,0.0014887961,0.0012143858,0.0,0.0,0.003340334,7.9362e-05,0.001132817,0.0015534931,0.0030295371,0.0038992996,0.0010118608,0.0018422702,0.0010511616,0.0070657223,0.0065644481,0.0053553213,0.0023970155,0.0016708233
Porphyromonadaceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.000860921,0.001607891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001333382,0.0002811098,0.0,0.0,0.0
Bacteroidales species incertae sedis,0.0011328848,7.08542e-05,0.0006983396,0.0,0.0015983648,0.0,0.0008269018,0.0004442857,0.0,0.0010691688,0.0,0.0080324279,0.0,0.0,0.000767904,0.0003166082,0.0001351316,0.0,0.0,0.0
Clostridiales species incertae sedis,0.0016641865,0.0,0.0005617084,0.0,0.0,0.0,0.0006979326,0.0019514802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007131664,0.0,0.0,0.0,0.0
Peptostreptococcaceae species incertae sedis,0.01236908,0.0001831369,0.0021422496,0.0,0.0007359854,0.0,0.009885312,0.0004632433,0.0008574128,0.0007767465,0.0002751227,0.0090041036,0.0006218119,0.0004768241,0.0013197324,0.0012802021,0.0020513761,0.0028665653,0.0008089201,0.0
Bacteria species incertae sedis,0.0030237147,0.0,0.0,0.0014779145,0.0046201913,0.0,0.0051425755,0.0,0.0,0.0,0.0015302368,0.0007108778,0.0,0.0,0.00390412,0.000800887,0.0021486093,0.0,0.0245031681,0.0022054279
Flavobacteriaceae species incertae sedis,0.0,0.0001587764,0.0123736364,0.0,0.0,0.0020555206,0.0004444923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92548e-05,0.0,0.0012436528,0.000318595
Bacteroidales species incertae sedis,0.0001042141,0.0033124346,0.0010009243,0.0008667823,0.0,0.0,0.0003818863,0.0,0.0024422454,0.0007462606,0.0028608774,0.0019824479,0.0015851826,0.0004364984,0.0026102046,0.0032410252,0.0109751288,0.0018392673,0.0011810876,0.0
Leptotrichia species incertae sedis,0.0002545521,0.0035608672,0.0010978253,0.0,0.0,0.0,0.0003675758,0.0,0.0,0.0017147046,0.0020366723,0.0,0.0012071656,0.0014587112,0.0012867391,0.0045996397,0.0008542783,0.0,0.0,0.0
Parvimonas species incertae sedis,0.0065057059,0.0,0.0009283082,0.0,0.000633426,0.0,0.0038512461,0.0014010178,0.0,0.0,0.0,0.0156845816,0.0,0.0,0.0,0.002097313,0.0002089161,0.0,0.0,0.0
Solobacterium species incertae sedis,0.0021412907,0.0026639685,0.0017076634,0.00073437,0.0008920682,0.0018283136,0.0003953143,0.000267132,0.0006377599,0.001252069,0.0011757144,0.0023993022,0.0008067954,0.002110667,0.0012693144,0.0029663566,0.005622725,0.0021100542,0.0016737014,0.000737443
Tannerella sp. oral taxon HOT-286,0.0031461137,4.82911e-05,0.0009283082,0.0,0.0007967005,0.0,0.0024100151,0.0014627721,0.0,0.000820581,0.0030474525,0.0016905518,0.0015148526,0.0,0.0012192731,0.0012226225,0.0007295734,0.0061904007,0.002523566,0.0008303936
Bacteria species incertae sedis,0.0024403567,0.0,0.0,0.0,0.0,0.0,0.0006463489,0.0002106243,0.0,0.0011116739,0.0,0.0,0.0,0.0,0.0,0.0,0.0008450873,0.0,0.0,0.0
Bacteroides species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.001914877,0.0,7.58248e-05,0.0,0.0,0.0005092565,0.0,0.0005130182,0.0004660581,0.0,5.5864e-05,0.0,0.00248739,0.0,0.0
Bacteria species incertae sedis,0.0005615567,0.0001266595,0.0015803308,0.0005338636,0.0010824369,0.0,0.0007494897,0.0,0.0,0.0017066544,0.0030892104,0.0013476428,0.0004748859,0.0,0.0005750789,0.0006589488,0.0016028873,0.0039373259,0.0033670785,0.0014377725
Bacteria species incertae sedis,0.0064032475,0.0138656499,0.0021918388,0.0007416858,0.0,0.0022706718,0.0023136671,0.000495242,0.0,0.0036870845,0.0013495147,0.001071314,0.0050397555,0.0068066648,0.0,0.0040385352,0.0112047358,0.0050563994,0.0022571896,0.0012163157
Prevotella species incertae sedis,0.0,0.0020713574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000632442,0.0,0.0,0.0,0.000621363,0.0004578153,0.003833749,0.0,0.0,0.0
Clostridium species incertae sedis,0.0002139834,0.0131994362,0.0007628858,0.0006824767,0.0,0.0,0.0003284477,0.0001660742,0.0,0.0021459113,0.0058655315,0.0003590658,0.0023887586,0.0041158654,0.0007292028,0.0025021427,0.0142825724,0.0046253121,0.0022385352,0.0021790117
Oribacterium species incertae sedis,5.56618e-05,0.001957426,0.0,0.0,0.0,0.0,0.0001644265,0.0,0.0006004074,0.0012097084,0.0098925163,0.000228626,0.000512747,0.0081961217,0.0005108642,0.0009191723,0.0010387931,0.0158538483,0.0,0.001398809
Desulfovibrio species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75674e-05,0.0,0.0,0.0
Firmicutes species incertae sedis,0.0002210955,0.0,0.0,0.0,0.0,0.0,0.0034060879,0.0,0.0,0.0009099309,0.0004617058,0.0007868225,0.0,0.0,0.0,7.17686e-05,3.63812e-05,0.0,0.0,0.0003998526
Leptotrichia species incertae sedis,0.000131602,0.0,0.0,0.0010484099,0.0005739095,0.0,0.000590386,0.0002241083,0.0,0.0,0.0003909889,0.0002303796,0.0,0.0,0.0004455629,0.0001628559,8.06539e-05,0.0,0.0,0.0
Bacteroidales species incertae sedis,0.0,0.0008780972,0.0009011607,0.0005533274,0.0,0.0,0.0,0.0005194929,0.0,0.0,0.0001641926,0.0009219681,0.0006018608,0.0,0.0013651404,0.0022679926,0.0023822908,0.0,0.0,0.0002342659
Campylobacter species incertae sedis,0.0004752181,0.000103168,0.0007060957,0.0017511901,0.0,0.0,0.0011549858,0.0039537796,0.0,0.0015241819,0.0,0.0006499344,0.0004718992,0.0,0.0002302889,0.0,0.0002205605,0.0,0.0,0.0004784821
Bacteria species incertae sedis,0.0002260963,0.0029860096,0.0,0.0,0.0,0.0,0.0,0.0003541637,0.0,0.0012936561,0.0,0.0,0.0,0.0,0.0,0.0009453904,0.00087254,0.0,0.0,0.0016661756
Catonella morbi,0.0031772024,0.0007230656,0.0011364021,0.0,0.0005739095,0.0,0.0009275047,0.0012089613,0.0004601706,0.0009932169,0.0003377631,0.0006922318,0.004544499,0.0,0.0002812545,0.0015676878,0.0018526823,0.0054944148,0.0023155362,0.0
Capnocytophaga species incertae sedis,0.0010918193,4.44033e-05,0.0,0.0,0.0009906411,0.0,0.0010486778,0.0023124914,0.0,0.0,0.0,0.0003663208,0.0013163504,0.0005672081,0.0010664768,0.0021898121,0.000306924,0.0,0.0012791476,0.0
Stomatobaculum longum,0.0002225237,0.0,0.0011027235,0.0,0.0,0.0,0.0003125806,0.0012248614,0.0,0.0009228819,0.0,0.0023379937,0.0125621545,0.0,0.0,0.0043941922,0.0002697129,0.0019607658,0.0,0.0
Prevotella species incertae sedis,0.0012618151,6.15828e-05,0.0,0.0,0.0,0.0,0.0007943363,0.0006507466,0.0,0.0,0.0002368975,0.0005634756,0.000571734,0.0,0.0005650339,0.001798388,0.0012182234,0.0,0.0004263317,0.0
Bacteroidia species incertae sedis,0.0003809959,0.0,0.0009711532,0.0,0.0006020431,0.003543749,0.0002280001,0.0007355506,0.0,0.0,0.0013145854,0.0014215284,0.0009642918,0.0,0.0,0.0,0.0003932255,0.0,0.0,0.000274573
Firmicutes species incertae sedis,0.0003403927,0.0,0.000846179,0.0,0.0,0.0,0.0,0.0003445732,0.0,0.0,0.0,0.0035387307,0.0,0.0,0.0,0.0012067917,0.0144327301,0.0009843315,0.0010892604,0.0
Capnocytophaga species incertae sedis,0.0022040748,0.0,0.0,0.001419673,0.0005843833,0.0,0.0006002306,0.0001951372,0.0,0.0,0.0,0.0,0.0,0.0,0.0003027621,0.0004847684,0.0001835651,0.0,0.0016005958,0.0
Bacteria species incertae sedis,0.0011407561,0.0065716024,0.0,0.0,0.0,0.0,0.0009760903,0.0002065833,0.0,0.0028956654,0.0005393918,0.0007052156,0.0014645275,0.001433776,0.0,0.0015977818,0.0014072655,0.0045030337,0.0,0.0004585369
Oribacterium species incertae sedis,0.0010886659,0.0,0.0016559855,0.0,0.001168736,0.0,0.0,0.0026157971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002306166,7.61985e-05,0.0,0.0,0.0
Anaerococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005328182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59602e-05,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.000322134,0.0004461929,0.0,0.0,0.0,0.0020859278,0.0003110775,0.0003960995,0.0,0.0010803109,0.0011144215,0.0019723001,0.0007065721,0.0029046937,0.0003774516,0.0015553881,0.0001618556,0.0016188592,0.0015592039,0.0004110872
Cardiobacterium species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001827732,0.0,0.0,0.0,0.0,0.0,0.0,0.0005831632,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001080463,0.0,0.0,0.0,0.0,0.0003736284,0.0,0.0,0.0,0.0
Veillonella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028862397
Pasteurellaceae species incertae sedis,0.0003819689,0.0,0.0008494916,0.0,0.0,0.0,0.0003335562,0.0255438727,0.0018966528,0.0,0.0,0.0027311588,0.0006821089,0.0,0.0,0.0009628745,0.0001957737,0.0,0.0,0.0
Clostridiales species incertae sedis,0.0004716181,0.0052438916,0.0,0.0,0.0,0.0,0.0004614762,0.0,0.0,0.0011254408,0.0027583225,0.000306876,0.0014744274,0.0021440482,0.0011492477,0.0093156033,0.0072818513,0.0028496082,0.0,0.0009673159
Anaerococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001685453,0.0,0.0,0.0,0.0
Pasteurellaceae species incertae sedis,0.0002339832,0.0,0.0,0.0,0.0,0.0,0.0001376286,0.0009113552,0.0,0.0,0.0,0.0005653958,0.0,0.0,0.0,0.0001815107,7.44884e-05,0.0,0.0011161927,0.0
Lactobacillales species incertae sedis,0.0060256515,0.0107371285,0.0017361282,0.0047824088,0.0012804288,0.0012500773,0.0102203804,0.0009722122,0.0270278581,0.0109778792,0.0106295773,0.007259967,0.0020506115,0.0008798171,0.0108734258,0.0093257146,0.0061257585,0.0052870065,0.0068840357,0.003805679
Bacteria species incertae sedis,0.0001432665,0.0018870921,0.0,0.0,0.0,0.0020736576,0.0005049005,0.0002445209,0.0,0.0013172282,0.0025774222,0.0004358609,0.0053466965,0.0,0.0,0.0013851687,0.0023452193,0.0015725469,0.0,0.0010194183
Bacteria species incertae sedis,0.0002011187,5.95654e-05,0.0,0.0018107963,0.0,0.0,0.0017321416,0.0001329592,0.0,0.0010476005,0.0029890197,0.0,0.0,0.0,0.000859757,4.78035e-05,0.0004921259,0.0037046235,0.0,0.0
Treponema species incertae sedis,0.0011484855,0.0,0.0006690019,0.0,0.0,0.0,0.0003928986,0.0002586614,0.0,0.0,0.0,0.0002237575,0.0,0.0,0.0,0.0003051016,0.000120924,0.0,0.0,0.0
Porphyromonadaceae species incertae sedis,0.0005305565,0.0001144961,0.0020684323,0.0,0.0021760798,0.0,0.0,0.0023495929,0.0,0.0,0.0,0.0008641109,0.0,0.0,0.0,0.0,0.0003619246,0.0,0.0,0.0
Porphyromonadaceae species incertae sedis,0.0009592566,4.92854e-05,0.0007366297,0.0012158813,0.0007793576,0.0,0.0,0.0004421479,0.0015076077,0.000855335,0.0,0.0005530349,0.0,0.0,0.0,0.0001014198,0.0006095368,0.0,0.0,0.0
Bacteria species incertae sedis,0.0021154916,0.0018161697,0.0008224903,0.0,0.0018280585,0.0,0.0,0.0,0.0,0.0014176549,0.0,0.0,0.0,0.0,0.0,0.0005858279,0.001154412,0.0,0.0,0.0008867254
Leptotrichia sp. oral taxon 847,0.0018822609,0.0164874658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010851265,0.0007985863,0.0005977653,0.0,0.0,0.0,0.0018989187,0.0062403969,0.0,0.0,0.001701147
Lautropia mirabilis,5.51188e-05,0.0,0.0006784094,0.0,0.0007514622,0.0105961624,0.0,0.0002576569,0.0,0.0,0.0,0.0007077206,0.0004242947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leptotrichia species incertae sedis,0.002744603,7.53159e-05,0.0011605863,0.0001790543,0.0008881041,0.0,0.0013468124,0.0046278558,0.0003886152,0.0014673151,0.0003119962,0.000487408,0.0,0.0,0.0002210616,0.0017617251,0.0003908246,0.0013579339,0.001608254,0.0
Bacteria species incertae sedis,0.000823466,0.0,0.0009148544,0.0,0.0008315383,0.0,0.0,0.0002352985,0.0,0.0,0.0003102081,0.0,0.0,0.0,0.0,0.0,0.0003625805,0.0,0.0,0.0
Porphyromonadaceae species incertae sedis,0.0003325711,0.0001189293,0.003970123,0.0,0.0,0.0,0.0,0.000938731,0.0,0.005464914,0.0,0.0,0.0,0.0,0.0,0.0,0.0008296863,0.0,0.0,0.0
Prevotella species incertae sedis,0.0004362032,0.0,0.0,0.0,0.0,0.0,0.0,0.0003869475,0.0008046157,0.0,0.0005520873,0.000306876,0.0,0.0,0.0009129856,0.0001299943,0.0001415685,0.0,0.0,0.0
Bacteria species incertae sedis,0.0004724963,6.28388e-05,0.0008915954,0.0,0.0009178445,0.0,0.0,0.0004784615,0.0,0.0,0.0,0.0006639145,0.0,0.0,0.0,0.0013106563,0.0001141883,0.0040052325,0.0,0.0
Bacteria species incertae sedis,0.0,0.0001408153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002415547,0.0,0.0,0.0,0.0009551425,0.0003849272,0.0001098998,0.0,0.0,0.0
Firmicutes species incertae sedis,0.0003073384,0.0044267119,0.0,0.0,0.0,0.0,0.0001924835,0.0,0.0007521408,0.0005393433,0.0014321117,0.0003294189,0.001537096,0.0012036011,0.0011000348,0.0028250298,0.0067568105,0.0018332375,0.0,0.0005518984
Prevotellaceae species incertae sedis,0.0002943081,0.0,0.0,0.0,0.0,0.0,0.0004144237,0.0,0.0,0.0,0.0,0.0002132633,0.0,0.0,0.0002416412,6.48205e-05,5.79862e-05,0.0,0.0,0.0004128736
Bacteria species incertae sedis,7.08106e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.06375e-05,0.0,0.0,0.0005433248,0.0,0.000541096,0.0,0.0,0.0,0.0001134138,0.0,0.0,0.0
Clostridium species incertae sedis,0.0038529668,0.0001953033,0.0019304268,0.0006795663,0.0008285476,0.0,0.0005822482,0.0011102202,0.0,0.0008634617,0.0,0.0019720865,0.0,0.0,0.0002891549,0.0015565469,0.0004841224,0.0,0.0,0.0002541904
Flavobacteriaceae species incertae sedis,0.0010260726,0.0,0.0027000035,0.0009374018,0.0012978291,0.0,0.0,0.0029390181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001288826,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0001653804,0.0001390915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0003420002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veillonella species incertae sedis,0.0015677653,0.0352064195,0.0015045406,0.0066551672,0.0008840408,0.0,0.0029195742,0.0021788135,0.0030004099,0.0025413156,0.0109375726,0.0002342583,0.0072215746,0.0160735133,0.0098445166,0.0017219448,0.0002989517,0.0030408617,0.0006964484,0.0015150622
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002661458,0.0,0.0,0.0,0.0,4.83853e-05,0.0,0.0,0.0,0.0
Treponema species incertae sedis,0.0003626313,7.88566e-05,0.0007140832,0.0010840701,0.0,0.0,0.0005754542,0.0004347974,0.0,0.001644875,0.0003712574,0.0003695403,0.0018515389,0.0,0.0003501331,0.0002499508,8.836e-05,0.0,0.0,0.0004597173
Pasteurellaceae species incertae sedis,0.0022691064,3.54039e-05,0.0027605666,0.0042943996,0.0037886111,0.0018574289,0.0018834805,0.0011807447,0.004751497,0.000752624,0.0,0.001130766,0.0019972146,0.0,0.0035860461,0.001636471,0.0001899197,0.0,0.0037268999,0.0
Pseudopropionibacterium propionicum,0.0003185975,0.0,0.000667989,0.0,0.0007654951,0.0018816998,0.0002474896,0.0015445784,0.0,0.0,0.0,0.000499127,0.0006083674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridiales species incertae sedis,0.0001282919,0.0,0.0,0.001015021,0.0,0.0,0.0004635002,0.001870192,0.0,0.0010660334,0.0006547282,0.0,0.0,0.0,0.0,0.0,4.73184e-05,0.0,0.0011100933,0.0
Clostridiales species incertae sedis,0.0002230182,0.0,0.00125318,0.0,0.0006022008,0.0,0.0029746413,0.0001620679,0.0,0.0,0.0,0.00067815,0.0,0.0,0.0,0.0004240701,0.0,0.0,0.0,0.0
Pasteurellaceae species incertae sedis,0.019824727,7.15221e-05,0.001298024,0.0098452016,0.010926227,0.0077354698,0.0044096427,0.0156039471,0.0097995295,0.0,0.0,0.0095832836,0.0029290645,0.0,0.0026853686,0.0010083372,0.0010361634,0.0,0.0031535512,0.0
Selenomonadaceae species incertae sedis,0.0002092889,0.0,0.0,0.0,0.0,0.0,0.000312166,0.0003229948,0.0,0.0,0.0001823035,0.000383874,0.0,0.0,0.0002495494,0.0,0.0005241834,0.0,0.0,0.0005523489
Firmicutes species incertae sedis,0.0045835167,0.0,0.0,0.0,0.0,0.0,0.0,0.0003625501,0.0,0.0,0.0,0.0002876578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acidaminococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003015404
Oribacterium species incertae sedis,0.0,0.0006860816,0.0,0.0,0.0,0.0,0.0002773189,0.0,0.0,0.0,0.0001629559,0.0,0.0,0.0,0.000468971,0.0005374109,0.0016211785,0.0,0.0,0.0
Prevotella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001913854,0.0,0.0010445286,0.0016911876,0.0,0.0,5.48055e-05,0.0,0.0,0.000307432
Lachnospiraceae species incertae sedis,0.0015568242,0.0,0.0,0.0,0.0,0.0,0.0,0.0002259251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter gracilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022971
Cardiobacterium valvarum,7.69913e-05,0.0,0.0,0.0011002875,0.0011562267,0.0,0.0004752245,0.0001672341,0.0,0.0,0.0003234257,0.0,0.0,0.0,0.001562314,0.0005379806,0.0001423443,0.0,0.0011453994,0.0
Treponema species incertae sedis,0.0002660257,0.0,0.0,0.0,0.0,0.0,0.000208438,0.0003023328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11359e-05,0.0001649623,0.0,0.0,0.0
Clostridiales species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99258e-05,0.0,0.0,0.0002939555
Bacteria species incertae sedis,0.0,0.0003487287,0.0015210833,0.0,0.0,0.0,0.0006328141,0.0001415849,0.0,0.0,0.0002112365,0.0,0.0008336886,0.0,0.0001318043,0.0001333399,0.0002356953,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0001230161,0.0,0.0,0.0007807506,0.0,0.0003227343,0.0,0.0,0.0,0.0016824248,0.0002733996,0.0,0.0,0.0,3.95588e-05,0.0001252566,0.0,0.0,0.0002972127
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002211771,0.0,0.0,0.0,0.0002480461,0.0,0.0,0.0,0.0,0.0
Peptostreptococcaceae species incertae sedis,0.0017768323,0.0,0.0,0.0,0.0007009223,0.0,0.000502919,0.0005857012,0.0,0.0,0.0,0.0005989189,0.0,0.0,0.0,0.0,4.70092e-05,0.0,0.0,0.0
Porphyromonadaceae species incertae sedis,0.0,0.0,0.001435726,0.0,0.0011327289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011704039,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0040032154,0.0041719199,0.0017682061,0.0007377699,0.0,0.0,0.0011449202,0.0027940277,0.0,0.0017193527,0.0002593111,0.000538978,0.0014565619,0.0021036875,0.0,0.0032955375,0.0023190844,0.0,0.0,0.0008210423
Clostridiales species incertae sedis,0.0016155061,0.0,0.00062024,0.0,0.0005799223,0.0,0.0010671035,0.0003560644,0.0,0.0,0.0,0.0018323972,0.0,0.0,0.0002604377,0.0006198558,0.0002973661,0.0,0.0009431368,0.0
